species_name,primary_strain,temperature_span_c,temperature_min_low_c,temperature_opt_low_c,temperature_max_high_c
Geodermatophilus ruber,CPCC 201356,30,10,20,40
Geodermatophilus ruber,DSM 45317T,30,10,32,40
Geodermatophilus sabuli,BMG 8133,20,25,37.5,45
Geodermatophilus soli,KCTC 19880T,26,4,30,30
Geodermatophilus taihuensis,CGMCC 1,33,4,28,37
Geodermatophilus telluris,CF9/1/1,25,15,20,40
Geodermatophilus terrae,KCTC 19881T,26,4,30,30
Geofilum rhodophaeum,KCTC 42595T,41,4,33,45
Geofilum rubicundum,JAM-BA0501T,25,10,33,35
Geofilum rubicundum,JAM-BA0501,26,10,33,36
Geogemma barossii,121,36,85,106,121
Geoglobus acetivorans,SBH6,35,50,81,85
Geoglobus ahangari,234,25,65,88,90
Geojedonia litorea,YCS-16,27,10,30,37
Geomicrobium halophilum,BH1T,20,20,30,40
Geomicrobium sediminis,YIM M13075,41,4,28,45
Geomonas edaphica,Red53,32,10,30,42
Geomonas ferrireducens,S62,29,13,30,42
Geomonas oryzae,S43,29,13,30,42
Geomonas terrae,Red111,32,10,30,42
Geopsychrobacter electrodiphilus,A1,26,4,22,30
Georgenia daeguensis,2C6-43,32,10,25,42
Georgenia deserti,CGMCC 1,41,4,28,45
Georgenia halophila,YIM 93316,35,10,37,45
Georgenia halotolerans,10Sc9-8T,29,8,30,37
Georgenia ruanii,YIM 004T,27,10,29,37
Georgenia ruanii,YIM 004,27,10,28,37
Georgenia satyanarayanai,JLT1488,36,4,35,40
Georgenia sediminis,SCSIO 15020,36,24,50,60
Georgenia subflava,Y32,36,4,32.5,40
Georgenia subflava,Y32T,36,4,30,40
Georgenia thermotolerans,TT02-04T,35,10,28,45
Georgfuchsia toluolica,G5G6,24,21,25,45
Georhizobium profundi,KCTC 62439T,10,20,28,30
Geosporobacter ferrireducens,IRF9,20,25,40,45
Geosporobacter subterraneus,VNs68T,25,30,42,55
Geothermobacter ehrlichii,SS015,30,35,55,65
Geothermomicrobium terrae,YIM 77562,30,30,52.5,60
Geothermomicrobium terrae,JCM 18057T,30,30,50,60
Geotoga petraea,CC-1,25,30,50,55
Geotoga subterranea,T5,30,30,45,60
Geovibrio thiophilus,AAFu3T,36,4,37,40
Geovibrio thiophilus,AAFu3,36,4,37,40
German bulk,WS4937T,27,12,33,39
Gibbsiella dentisursi,DSM 23818T,33,4,30,37
Gibbsiella dentisursi,LEN-33,33,4,37,37
Gibbsiella greigii,FRB 224,30,10,28,40
Gibbsiella papilionis,LEN33T,33,4,37,37
Giesbergeria kuznetsovii,D-412,29,7,28,36
Giesbergeria voronezhensis,D-419T,29,7,30,36
Gilliamella apis,NO3T,12,30,36,42
Gillisia hiemivivida,,24,1,15,25
Gillisia hiemivivida,IC154,27,-2,1,25
Gillisia illustrilutea,IC157,22,-2,1,20
Gillisia limnaea,LMG 21470,20,5,20,25
Gillisia lutea,CECT 30308T,33,4,23,37
Gillisia marina,CBA3202T,26,4,25,30
Gillisia myxillae,UST050418-085,24,4,12,28
Gillisia sandarakina,IC148,22,-2,1,20
Gilvibacter sediminis,,22,15,30,37
Gilvibacter sediminis,Mok-1-36,22,15,25,37
Gilvimarinus agarilyticus,M5c,27,10,25,37
Gilvimarinus algae,SDUM040014T,36,4,28,40
Gilvimarinus chinensis,QM42,36,4,29,40
Gilvimarinus chinensis,CGMCC 1,36,4,28,40
Gilvimarinus gilvus,SDUM040013T,37,0,30,37
Gilvimarinus japonicus,12-2T,25,10,29,35
Gilvimarinus japonicus,12寧2擔,25,10,28,35
Gilvimarinus polysaccharolyticus,YN3T,28,4,29,32
Gimesia benthica,CGMCC 1,34,6,30,40
Glaciecola amylolytica,THG-3.7T,20,10,25,30
Glaciecola arctica,BSs20135T,24,4,25,28
Glaciecola lipolytica,E3T,32,4,30,36
Glaciecola mesophila,DSM 15026T,28,7,25,35
Glaciecola nitratireducens,FR1064,15,15,25,30
Glaciecola pallidula,,22,-2,10,20
Glaciecola pallidula,IC079,22,-2,10,20
Glaciecola psychrophila,170T,11,4,12,15
Glaciecola punicea,IC067,27,-2,15,25
Glaciibacter superstes,AHU1791,30,-5,20,25
Glaciihabitans arcticus,RP-3-7,24,4,15,28
Glaciihabitans arcticus,KACC 21151T,24,4,20,28
Glaciihabitans tibetensis,MP203,25,0,15,25
Glaciimonas frigoris,N1-38,30,-5,1,25
Glaciimonas singularis,A2-57,20,10,25,30
Glaciimonas soli,GS1T,21,4,12.5,25
Gliding motility,"by the ability to degrade xylan, starch and some other polysaccharides, by greater tolerance of acidic pH and by the inability to reduce nitrate",33,4,25,37
Gliding motility,JCM 30603T,22,20,30,42
Gloeomargarita lithophora,Alchichica-D10 (Culture Collection of Algae and Protozoa CCAP strain 1437/1; Collections de Cyanobactéries et Microalgues Vivantes of the Museum National d’Histoire Naturelle in Paris strain PMC 919.15),15,15,25,30
Glucerabacter canisensis,NATH-2371,15,30,37,45
Gluconacetobacter aggeris,T6203-4-1a,15,15,20,30
Gluconacetobacter asukensis,,15,15,25,30
Gluconacetobacter asukensis,JCM 17772T,15,15,20,30
Gluconacetobacter azotocaptans,,8,29,30,37
Gluconacetobacter johannae,CFN-Cf55T,8,29,30,37
Gluconacetobacter kombuchae,RG3T,7,30,30,37
Gluconacetobacter sacchari,SRI 1794T,2,28,28,30
Gluconacetobacter sucrofermentans,LMG 18788,9,28,28,37
Gluconacetobacter takamatsuzukensis,T61213-20-1a,15,15,20,30
Gluconacetobacter tumulicola,K5929-2-1b,15,15,25,30
Gluconacetobacter tumulicola,JCM 17774T,15,15,20,30
Gluconacetobacter tumulisoli,JCM 19097T,15,15,20,30
Gluconoacetobacter aggeris,JCM 19092T,15,15,30,30
Gluconobacter morbifer,G707,24,13,25,37
Gluconobacter nephelii,RBY-1,10,25,25,35
Glutamicibacter ardleyensis,An25,30,0,25,30
Glutamicibacter halophytocola,KLBMP 5180,33,4,25,37
Glycocaulis abyssi,MCS 33,25,15,30,40
Glycocaulis abyssi,MCS 33T,20,15,30,35
Glycocaulis albus,LMG 27741T,25,15,25,40
Glycocaulis alkaliphilus,6B-8T,17,20,30,37
Glycocaulis profundi,ZYF765T,21,16,28,37
Glycomyces albidus,JCM 33458T,35,10,28,45
Glycomyces albus,KACC 17681T,15,25,37,40
Glycomyces anabasis,EGI 6500139,25,15,30,40
Glycomyces arizonensis,,17,20,28,37
Glycomyces artemisiae,IXS4T,20,20,28,40
Glycomyces buryatensis,18,20,15,28,35
Glycomyces dulcitolivorans,CGMCC 4,20,20,28,40
Glycomyces endophyticus,KCTC 19152T,22,15,28,37
Glycomyces fuscus,KACC 17682T,22,18,37,40
Glycomyces halotolerans,TRM 40137,55,5,37,60
Glycomyces lacisalsi,XHU 5089,30,20,32.5,50
Glycomyces lacisalsi,KCTC 39688T,30,20,30,50
Glycomyces luteolus,NEAU-A15,30,10,28,40
Glycomyces mayteni,KCTC 19527T,22,15,28,37
Glycomyces paridis,CPCC 204357,15,15,29,30
Glycomyces paridis,DSM 102295T,15,15,28,30
Glycomyces rhizosphaerae,NEAU-C11T,25,15,28,40
Glycomyces scopariae,KCTC 19158T,17,20,28,37
Glycomyces tarimensis,TRM 45387,24,18,37,42
Glycomyces tritici,NEAU-C2,25,15,28,40
Glycomyces xiaoerkulensis,TRM 41368T,20,20,35,40
Glycomyces xinjiangensis,XHU 5301,20,25,37,45
Goodfellowia coeruleoviolacea,DSM 43935T,30,15,30,45
Gordona aichiensis,DSM 43978,14,28,37,42
Gordonia alkaliphila,CJ10T,23,4,28,40
Gordonia alkaliphila,CJ10,10,20,28,30
Gordonia alkanivorans,HKI 0136T,27,13,28,40
Gordonia aurantiaca,KACC 23739T,35,15,40,50
Gordonia caeni,MJ32,22,20,30,42
Gordonia didemni,B204,35,10,28,45
Gordonia hankookensis,KCTC 19599T,27,10,30,37
Gordonia insulae,KCTC 49257T,27,10,25,37
Gordonia iterans,IFM 10348,25,15,37,40
Gordonia jinhuaensis,ZYR 51,30,10,28,40
Gordonia kroppenstedtii,NP8-5,20,10,25,30
Gordonia kroppenstedtii,KCTC 19360T,20,10,30,30
Gordonia mangrovi,KCTC 49383 T,20,20,28,40
Gordonia nitida,LE31T,38,7,30,45
Gordonia oryzae,TBRC 8485T,20,17,25,37
Gordonia paraffinivorans,HD321,25,20,30,45
Gordonia phosphorivorans,Ca8T,5,25,30,30
Gordonia phthalatica,QH-11T,32,10,30,42
Gordonia phthalatica,QH-11,25,15,30,40
Gordonia soli,CC-AB07T,7,28,30,35
Gordonibacter faecihominis,CAT-2,25,25,37,50
Gorillibacterium massiliense,G5,12,25,37,37
Gracilibacillus aidingensis,YIM 98001,27,18,37,45
Gracilibacillus alcaliphilus,SG103T,35,13,39,48
Gracilibacillus bigeumensis,BH097T,42,10,37,52
Gracilibacillus boraciitolerans,T-16XT,21,16,26.5,37
Gracilibacillus boraciitolerans,T-16X,21,16,25,37
Gracilibacillus halophilus,YIM-C55.5,32,28,45,60
Gracilibacillus halotolerans,NN,44,6,47,50
Gracilibacillus kekensis,K170T,46,4,37,50
Gracilibacillus kekensis,K170,46,4,40,50
Gracilibacillus lacisalsi,BH312T,35,15,40,50
Gracilibacillus massiliensis,Awa-1,20,25,37,45
Gracilibacillus orientalis,XH-63,41,4,37,45
Gracilibacillus oryzae,CICC 24889T,27,10,30,37
Gracilibacillus quinghaiensis,YIM-C229,41,4,37,45
Gracilibacillus saliphilus,YIM 91119,41,4,28,45
Gracilibacillus saliphilus,DSM 19802T,41,4,37,45
Gracilibacillus thailandensis,TP2-8,40,15,37,55
Gracilibacillus ureilyticus,MF38,35,10,36,45
Gracilibacillus ureilyticus,CGMCC 1,35,10,35,45
Gracilibacter thermotolerans,JW/YJL-S1T,29,25,44.5,54
Gracilibacter thermotolerans,JW/YJL-S1,29,25,42.5,54
Gracilimonas amylolytica,LA399T,20,20,37,40
Gracilimonas halophila,WDS2C40T,22,20,37,42
Gracilimonas mengyeensis,YIM J14T,17,20,28,37
Gracilimonas rosea,CL-KR2,25,15,35,40
Gracilimonas sediminicola,KCTC 82454T,12,25,30,37
Gracilimonas tropica,CL-CB462,20,20,35,40
Gram reaction,DSM 12178T,30,10,30,40
Gram staining,JCM 30603T,22,20,30,42
Gramella aestuarii,BS12,35,5,25,40
Gramella aestuariivivens,BG-MY13,33,4,30,37
Gramella antarctica,R17H11T,32,4,25,36
Gramella antarctica,R17H11,32,4,25,36
Gramella aquimixticola,HJM-19,30,10,30,40
Gramella bathymodioli,JCM 33424T,24,16,37,40
Gramella echinicola,KMM 6050T,33,4,23,37
Gramella flava,JLT2011T,25,10,30,35
Gramella forsetii,DSM 17595T,3,22,22,25
Gramella forsetii,KT0803,28,2,22,30
Gramella gaetbulicola,RA5-111T,38,4,30,42
Gramella jeungdoensis,HMD3159,27,15,25,42
Gramella lutea,YJ019,17,20,30,37
Gramella marina,KCTC 12366T,33,4,30,37
Gramella marina,KMM 6048,33,4,28,37
Gramella oceani,CC-AMSZ-TT,20,20,30,40
Gramella oceani,CC-AMSZ-T,20,20,30,40
Gramella planctonica,CC-AMWZ-3,20,20,30,40
Gramella portivictoriae,UST040801-001,32,4,28,36
Gramella portivictoriae,JCM 13192T,32,4,30,36
Gramella salexigens,LPB0144,36,4,30,40
Gramella sediminilitoris,GHTF-27,36,4,30,40
Granulibacter bethesdensis,CGDNIH1,12,25,36,37
Granulibacter bethesdensis,DSM 17861T,12,25,35,37
Granulicella aggregans,LMG 25274T,31,2,18,33
Granulicella arctica,DSM 23128T,24,4,21,28
Granulicella cerasi,Sakura1T,20,10,30,30
Granulicella mallensis,DSM 23137T,24,4,24,28
Granulicella paludicola,DSM 22464T,31,2,18,33
Granulicella pectinivorans,DSM 21001T,31,2,18,33
Granulicella rosea,DSM 18704T,31,2,18,33
Granulicella sapmiensis,LMG 26174T,22,4,21,26
Granulicella sibirica,DSM 104461T,28,2,20,30
Granulicella tundricola,DSM 23138T,22,4,21,26
Granulicella tundricola,MP5ACTX9,24,4,21,28
Granulicoccus phenolivorans,DSM 17626T,22,15,30,37
Granulosicoccus antarcticus,IMCC3135,22,3,20,25
Granulosicoccus marinus,IMCC3490,26,4,20,30
Granulosicoccus undariae,W-BA3,31,4,28,35
Greyish like,JCM 30603T,22,20,30,42
Grimontia indica,AK16,32,10,25,42
Grimontia marina,IMCC5001,38,4,30,42
Grow optimally,of Amycolatopsis rugosa was determined following direct sequencing of the amplified gene,35,10,34,45
Grows between,DSM 5366T,30,40,60,70
Grows mixotrophically,NBRC 14566T,27,15,35,42
Grows mixotrophically,DSM 17897T,27,15,30,42
Grows sparsely,DSM 5366T,30,40,60,70
Growth can,BGSC 93T,43,37,60,80
Growth media,DSM 12178T,30,10,30,40
Growth occurred,ATCC 12775T,40,4,28,44
Growth occurs,DSM 11002,25,20,42,45
Growth occurs,ATCC 35265T,25,45,60,70
Growth occurs,DSM 3695T,33,4,25,37
Growth occurs,6017T,36,4,23,40
Growth occurs,DSM 17897T,27,15,30,42
Growth occurs,"sensitive to vancomycin (50 mg) and resistant to bacitracin (10 mg), gentamicin (30 mg), kanamycin (30 mg), nalidixic acid (30 mg), nitrofurantoin (300 mg), nystatin (100 IU) and streptomycin (10 mg",25,10,28,35
Growth occurs,DSM 23818T,33,4,30,37
Growth occurs,DSM28579T,30,20,37,50
Growth occurs,JCM 30603T,22,20,30,42
Growth occurs,KCTC 52369T,35,10,28,45
Growth occurs,JLT354-WT,46,4,25,50
Growth occurs,DSM 14006T,30,35,55,65
Growth occurs,KCTC 62428T,40,10,35,50
Growth occurs,DSM 107278T,25,40,55,65
Growth occurs,WS4937T,27,12,33,39
Growth occurs,"of such clade, to investigate in detail its phylogenetic placement",18,15,30,33
Growth only,ED7T,22,20,30,42
Growth requirements,"ACAM 188, which was isolated by McGuire (32) from the pycnocline of Burton Lake, Vestfold Hills, Antarctica",20,0,10,20
Growth studies,DSM 11002,25,20,42,45
Growth under,was 44,40,4,28,44
Growth will,of B,20,20,37,40
Gryllotalpicola daejeonensis,KCTC 13809T,12,25,25,37
Gryllotalpicola ginsengisoli,DCY26,17,25,30,42
Gryllotalpicola koreensis,KCTC 13810T,22,15,25,37
Gryllotalpicola kribbensis,,22,15,25,37
Gryllotalpicola kribbensis,KCTC 13808T,22,15,25,37
Gryllotalpicola protaetiae,KACC 19316T,27,10,30,37
Gryllotalpicola protaetiae,DFW100M-13T,30,10,28,40
Gryllotalpicola reticulitermitis,TS-56T,15,20,30,35
Gryllotalpicola reticulitermitis,TS-56,10,25,30,35
Gryllotalpicola soli,KIS12-7T,27,10,28,37
Guaymas basin,DSM 27501T,20,25,30,45
Gudongella oleilytica,DSM 28124T,25,20,40,45
Gulbenkiania indica,DSM 17901T,30,15,37,45
Gulbenkiania indica,HT27,30,15,30,45
Gulosibacter chungangensis,CAU 9625T,25,15,37,40
Gulosibacter molinativorax,ON4,31,10,36,41
Gulosibacter molinativorax,DSM 13405T,31,10,35,41
Guyparkeria halophila,204T,10,26,31,36
Guyparkeria hydrothermalis,DSM 7121T,34,11,35,45
Gynuella sunshinyii,YC6258,30,10,25,40
Gynurincola endophyticus,CGMCC 1,25,15,30,40
Haemophilus massiliensis,FF7,20,25,37,45
Haemophilus seminalis,NBRC 113782T,12,28,32,40
Hafnia psychrotolerans,DJC1-1T,40,0,15,40
Hahella antarctica,NBRC 102683T,22,3,25,25
Hahella chejuensis,96CJ10356T,25,20,37,45
Hahella ganghwensis,KCTC 12277T,25,15,35,40
Hahyoungchilella caricis,GH2-2,30,10,30,40
Haladaptatus cibarius,D43T,35,15,37,50
Haladaptatus litoreus,RO1-28,30,25,38.5,55
Haladaptatus litoreus,CGMCC 1,30,25,40,55
Haladaptatus pallidirubidus,YIM93656,25,25,37,50
Haladaptatus paucihalophilus,DX253,20,25,40,45
Halalkalibacillus halophilus,JCM 14192T,20,20,30,40
Halalkalibacillus sediminis,KCTC 33093T,30,15,37,45
Halalkalicoccus jeotgali,KCTC 4019T,29,21,45,50
Halalkalicoccus jeotgali,B3,29,21,37,50
Halalkalicoccus paucihalophilus,YIM 93701,34,16,37,50
Halalkalicoccus tibetensis,DS12,24,23,40,47
Halanaerobacter chitinivorans,W5C8,27,23,35,50
Halanaerobacter jeridensis,DSM 23230T,40,20,45,60
Halanaerobacter lacunarum,Z-7888,47,5,35,52
Halanaerobacter salinarius,SG 3903,40,10,45,50
Halanaerobaculum tunisiense,6SANG,20,30,42,50
Halanaerobium acetethylicum,EIGI,30,15,34,45
Halanaerobium alcaliphilum,GSLS,25,25,37,50
Halanaerobium congolense,SEBR 4224,25,20,42,45
Halanaerobium fermentans,R-9,30,15,35,45
Halanaerobium kushneri,VS-751,25,20,35,45
Halanaerobium lacusrosei,H200,30,20,40,50
Halanaerobium praevalens,GSL,45,5,37,50
Halanaerobium saccharolyticum,Z-7787,32,15,37,47
Halanaerobium salsuginis,VS-752,29,22,40,51
Halanaerobium sehlinense,DSM 25582T,30,20,43,50
Halanaerocella petrolearia,S200,22,25,40,47
Halapricum salinum,CBA1105,15,30,37,45
Halarchaeum acidiphilum,JCM 16109T,30,15,37,45
Halarchaeum grantii,MH1-243-3,15,35,45,50
Halarchaeum grantii,JCM 19585T,15,35,35,50
Halarchaeum nitratireducens,JCM 16331T,35,20,45,55
Halarchaeum nitratireducens,MH1-136-2,37,18,45,55
Halarchaeum rubridurum,MH1-16-3,30,20,42,50
Halarchaeum rubridurum,JCM 16108T,30,20,40,50
Halarchaeum salinum,MH1-34-1,32.5,15,42,50
Halarchaeum salinum,JCM 16330T,30,15,40,45
Halarchaeum solikamskense,RS94,30,25,35,55
Halarsenatibacter silvermanii,SLAS-1,27,28,44,55
Halegenticoccus soli,SYSUA9-0,25,25,37,50
Haliangium ochraceum,SMP-2,20,20,30,40
Haliangium tepidum,SMP-10,18,27,37,45
Haliea alexandrii,KCTC 62344T,18,15,28,33
Haliea atlantica,SM1351T,41,4,35,45
Haliea rubra,CM41_15aT,29,15,30,44
Haliea salexigens,3X/A02/235T,27,10,25,37
Haliea salexigens,3X/A02/235,27,10,25,37
Halioglobus japonicus,NBRC 107739T,15,15,20,30
Halioglobus lutimaris,HF004T,22,15,28,37
Halioglobus pacificus,NBRC 107742T,15,15,20,30
Halioglobus sediminis,U0301T,17,20,33,37
Haliscomenobacter hydrossis,O,22,8,26,30
Haloactinobacterium album,YIM 93306,30,10,37,40
Haloactinobacterium glacieicola,T3246-1T,20,10,20,30
Haloactinomyces albus,AFM 10258,25,20,28,45
Haloactinopolyspora alba,YIM 93246,30,15,28,45
Haloactinopolyspora alkaliphila,EGI 80088,25,15,30,40
Haloactinospora alba,YIM 90648,25,20,37,45
Haloanaerobium congolense,DSM 11002,25,20,42,45
Haloanaerobium fermentans,R-9T,30,15,35,45
Haloanaerobium kushneri,VS-751T,25,20,40,45
Haloanaerobium lacusroseus,H200,30,20,40,50
Haloanaerobium salsugo,VS-752,29,22,40,51
Haloarchaeobius amylolyticus,XD48,25,25,37,50
Haloarchaeobius baliensis,NBRC 110517T,28,20,42,48
Haloarchaeobius iranensis,EB21T,30,25,40,55
Haloarchaeobius litoreus,GX1,25,25,37,50
Haloarchaeobius salinus,YC82,25,25,37,50
Haloarcula amylolytica,BD-3T,32,20,41,52
Haloarcula argentinensis,arg-1,30,20,45,50
Haloarcula hispanica,Y27,25,25,40,50
Haloarcula japonica,TR-1,21,24,45,45
Haloarcula mannanilytica,JCM 33835T,25,25,40,50
Haloarcula quadrata,801030/1,23,30,53,53
Haloarcula salaria,JCM 15759T,30,15,37,45
Haloarcula sebkhae,CIP 110583T,30,25,45,55
Haloarcula terrestris,S1AR25-5AT,25,25,37,50
Haloarcula tradensis,JCM 15760T,30,15,37,45
Haloarcula vallismortis,J.F. 54,25,20,40,45
Halobacillus aidingensis,,25,15,32,40
Halobacillus aidingensis,JCM 12771T,55,5,35,60
Halobacillus alkaliphilus,DSM 18525T,40,20,37,60
Halobacillus alkaliphilus,FP5,20,25,37,45
Halobacillus andaensis,NEAU-ST10-40T,56,4,30,60
Halobacillus campisalis,ASL-17,37,4,37,41
Halobacillus dabanensis,,35,15,35,50
Halobacillus dabanensis,JCM 12772T,55,5,35,60
Halobacillus hunanensis,JSM 071077,30,10,25,40
Halobacillus karajensis,DSM 14948T,39,10,34,49
Halobacillus kuroshimensis,IS-Hb7,39,9,25,48
Halobacillus litoralis,DSM 10405T,33,10,35,43
Halobacillus locisalis,MSS-155,32,10,35,42
Halobacillus mangrovi,CECT 7206T,40,10,33,50
Halobacillus marinus,KGW1,30,15,35,45
Halobacillus naozhouensis,JSM 071068,25,10,25,35
Halobacillus profundi,IS-Hb4,38,9,25,47
Halobacillus salicampi,TGS-15,15,20,28,35
Halobacillus salinus,HSL-3,35,10,30,45
Halobacillus salsuginis,JSM 078133,35,10,30,45
Halobacillus sediminis,NGS-2,20,10,28,30
Halobacillus seohaensis,ISL-50,34,4,37,38
Halobacillus trueperi,DSM 10404T,34,10,35,44
Halobacillus yeomjeoni,MSS-402T,33,15,37,48
Halobacteriovorax litoralis,JS5,20,15,15,35
Halobacterium bonnevillei,JCM 32472,40,15,40,55
Halobacterium cutirubrum,NCIMB 786,25,20,37,45
Halobacterium hubeiense,JI20-1,28,22,45,50
Halobacterium jilantaiense,CGMCC 1,33,22,40,55
Halobacterium litoreum,ZS-54-S2,30,20,35,50
Halobacterium noricense,A1,22,28,45,50
Halobacterium piscisalsi,JCM 14661T,40,20,37,60
Halobacterium rubrum,TGN-42-S1,30,20,35,50
Halobacterium salinarium,NCIMB 786,25,20,37,45
Halobacterium salinarum,NCR-1,35,20,50,55
Halobaculum magnesiiphilum,MGY-184T,30,25,45,55
Halobaculum roseum,D90T,25,25,40,50
Halobaculum saliterrae,JCM 32473,35,25,50,60
Halobellus clavatus,,27.5,20,37,50
Halobellus clavatus,CGMCC 1,30,20,37,50
Halobellus clavatus,TNN18,25,25,37,50
Halobellus inordinatus,CGMCC 1,30,20,37,50
Halobellus limi,CGMCC 1,30,25,45,55
Halobellus litoreus,GX31,25,25,37,50
Halobellus ramosii,S2FP14T,25,25,37,50
Halobellus rarus,YC21,30,20,37,50
Halobellus rufus,CBA1103,35,20,37,55
Halobellus salinus,DSM 18730T,20,25,37,45
Halobiforma lacisalsi,AJ5T,33,24,43.5,57
Halobiforma lacisalsi,AJ5,33,24,42,57
Halobiforma nitratireducens,135,18,26,36,44
Halobium palmae,NBRC 111368T,28,20,38,48
Halobium salinum,YJ-8-S,30,20,37,50
Halocalculus aciditolerans,JCM 19596T,40,20,40,60
Halocalculus aciditolerans,MH2-243-1,40,20,40,60
Halochromatium roseum,JA134T,15,20,27,35
Halococcus agarilyticus,JCM 19592T,25,22,42,47
Halococcus dombrowskii,H4,3,37,37,40
Halococcus qingdaonensis,CM5T,19,26,37.5,45
Halococcus qingdaonensis,CM5,19,26,35,45
Halococcus saccharolyticus,P-423,14,28,37,42
Halococcus salifodinae,Blp,22,28,40,50
Halococcus salsus,CGMCC 1,35,15,38,50
Halococcus salsus,ZJ1,25,20,38,45
Halococcus sediminicola,CBA1101,15,25,35,40
Halococcus thailandensis,JCM 13552T,30,15,37,45
Halocynthiibacter arcticus,PAMC 20958,17,10,21,27
Halodesulfovibrio aestuarii,Sylt3,25,15,30,40
Halodesulfovibrio spirochaetisodalis,JC271,25,15,32.5,40
Halodesulfovibrio spirochaetisodalis,KCTC 15474T,25,15,30,40
Haloechinothrix alba,DSM 45207T,25,20,37,45
Haloferax alexandrinus,TM,35,20,37,55
Haloferax chudinovii,RS75,28,23,40,51
Haloferax denitrificans,S1,25,30,50,55
Haloferax elongans,JCM 14791T,25,30,53,55
Haloferax gibbonsii,Ma 2.38,30,25,40,55
Haloferax larsenii,ZJ206T,30,25,43.5,55
Haloferax larsenii,ZJ206,30,25,42,55
Haloferax lucentense,Aa 2.2,35,10,37,45
Haloferax massiliensis,Arc-Hr,20,25,37,45
Haloferax mediterranei,R-4,35,20,47,55
Haloferax mucosum,,32,23,47.5,55
Haloferax mucosum,JCM 14792T,32,23,42,55
Haloferax namakaokahaiae,Mke2.3,15,25,30,40
Haloferax prahovense,TL6T,28,23,38,51
Haloferax prahovense,TL6,28,23,38,51
Haloferax sulfurifontis,M6T,44,4,37,60
Haloferax sulfurifontis,M6,32,18,32,50
Haloferax volcanii,DS2,35,20,45,55
Haloferula chungangensis,CAU 1074,33,4,30,37
Haloferula harenae,,17,20,25,37
Haloferula harenae,YM23-227,17,20,25,37
Haloferula helveola,05IJR53-1,17,20,25,37
Haloferula luteola,YC6886,28,4,26.5,32
Haloferula luteola,KCTC 22447T,28,4,25,32
Haloferula phyci,,17,20,25,37
Haloferula phyci,AK18-024,17,20,25,37
Haloferula rosea,06SJR1-1,17,20,25,37
Haloferula sargassicola,MN1-1037,33,4,20,37
Halofilum ochraceum,XJ16,25,20,35,45
Halofilum ochraceum,XJ16T,25,20,37,45
Haloflavibacter putidus,PLHSN227T,22,15,30,37
Halogeometricum borinquense,PR 3,28,22,40,50
Halogeometricum limi,RO1-6,30,20,37,50
Halogeometricum pallidum,BZ256,20,25,30,45
Halogeometricum rufum,RO1-4,30,25,41,55
Halogeometricum rufum,RO1-4T,30,25,40,55
Haloglycomyces albus,YIM 92370,51,4,37,55
Haloglycomyces albus,DSM 45210T,25,15,37,40
Halogranum amylolyticum,,30,20,37,50
Halogranum gelatinilyticum,,30,20,37,50
