species_name,source_file,growth_temperature_combined,raw_output_combined,Tmin_list,Tmax_list,Topt_list,Tmin,Tmax,Topt
Flexivirga oryzae,"Hyeon-2017-Flexivirga oryzae sp nov., isolated",10-37°C (optimum 30°C),,10.0,37.0,30.0,10,37,30
Flindersiella endophytica,Kaewkla-2011-Flindersiella endophytica gen. no,27 | 15-37°C (optimum 27-37°C),,15.0,37.0,27.0,15,37,27
Floricoccus penangensis,"Chuah-2017-Floricoccus tropicus gen. nov., sp","7-45°C | 15-40°C, optimum 30-37°C",,7.0,45.0,,7,45,
Floricoccus tropicus,"Chuah-2017-Floricoccus tropicus gen. nov., sp",7-45°C | 30°C,,7.0,45.0,30.0,7,45,30
Fluviicoccus keumensis,"Kim-2016-Fluviicoccus keumensis gen. nov., sp",10-40 °C (optimum 30 °C),,10.0,40.0,30.0,10,40,30
Fluviicola hefeinensis,"Yang-2014-Fluviicola hefeinensis sp nov., isol","4-37 °C, optimum 30 °C | 4-37 °C (optimum at 30 °C)",,4.0,37.0,30.0,4,37,30
Fluviicola kyonggii,"Dahal-2018-Fluviicola kyonggii sp nov., a bact",15-37°C | 15-37°C (optimum 25-30°C),,15.0,37.0,,15,37,
Fodinibacter luteus,"Wang-2009-Fodinibacter luteus gen. nov., sp no",28 | 15-37°C (optimum 28°C),,15.0,37.0,28.0,15,37,28
Fodinibius salinus,"Wang-2012-Fodinibius salinus gen. nov., sp nov","37 °C (optimal), range 25-45 °C | 25-45 °C (optimum 37 °C)",,25.0,45.0,37.0,25,45,37
Fodinicola feengrottensis,Carlsohn-2008-Fodinicola feengrottensis gen. n,28 | 20-28°C (no growth below 10°C or above 32°C),,10.0,32.0,28.0,10,32,28
Fodinicurvata fenggangensis,"Wang-2009-Fodinicurvata sediminis gen. nov., s",15-42 °C (optimum 28 °C) | 15-42 °C,,15.0,42.0,28.0,15,42,28
Fodinicurvata halophila,Infante-Domingu-2015-Fodinicurvata halophila s,14-45°C (optimally at 37°C) | 14-45 °C (optimally at 37 °C),,14.0,45.0,37.0,14,45,37
Fodinicurvata sediminis,"Wang-2009-Fodinicurvata sediminis gen. nov., s",15-42 °C (optimum 28 °C) | 15-42 °C,,15.0,42.0,28.0,15,42,28
Foliisarcina bertiogensis,Alvarenga-2016-Phyllonema aviceniicola gen. no,25 ± 1°C,,,,25.0,,,25
Fontibacillus panacisegetis,Lee-2011-Fontibacillus panacisegetis sp. nov,20-30 °C | 15-42 °C (optimum 25 °C),,15.0,42.0,25.0,15,42,25
Fontibacter ferrireducens,Zhang-2013-Fontibacter ferrireducens sp nov,15-37 °C | 15-37 °C (optimum 30 °C),,15.0,37.0,30.0,15,37,30
Fontibacter flavus,"Kampfer-2010-Fontibacter flavus gen. nov., sp",25-40°C | 25-40 °C,,25.0,40.0,,25,40,
Fonticella tunisiensis,"Fraj-2013-Fonticella tunisiensis gen. nov., sp",45-70°C (optimum 55°C),,45.0,70.0,55.0,45,70,55
Fontimonas thermophila,"Losey-2013-Fontimonas thermophila gen. nov., s",37-60°C (optimum 45-50°C),,37.0,60.0,47.5,37,60,47.5
Fontimonas thermophila,Whitman-2015-Response to Tindall (2014) on the,moderately thermophilic,,,,,,,
Formosa algae,"Ivanova-2004-Formosa algae gen. nov., sp nov","4-45°C (mesophilic) | 4-37°C, optimum 23°C",,4.0,45.0,23.0,4,45,23
Formosa arctica,"Kwon-2014-Formosa arctica sp nov., isolated fr",25 °C | 10-30 °C (optimum 25 °C),,10.0,30.0,25.0,10,30,25
Formosa haliotis,"Tanaka-2015-Formosa haliotis sp nov., a brown-",25 | 10-35 °C (optimum 25 °C),,10.0,35.0,25.0,10,35,25
Formosa spongicola,"Yoon-2011-Formosa spongicola sp. nov., isolate","15-35 °C (optimum 30 °C) | {'range': '15-35', 'optimum': '30'}",,15.0,35.0,30.0,15,35,30
Formosimonas limnophila,"Chen-2017-Formosimonas limnophila gen. nov., s",20-25°C | 25°C | 10-37°C,,10.0,37.0,25.0,10,37,25
Fournierella massiliensis,Togo-2017-Fournierella massiliensis gen. nov,"37 | 28, 37 and 45°C (optimal at 37°C)",,28.0,45.0,37.0,28,45,37
Francisella hispaniensis,Huber-2010-Description of Francisella hispanie,37 | 37°C | 20-42°C with optimum at 37°C,,20.0,42.0,37.0,20,42,37
Franconibacter daqui,"Gao-2017-Franconibacter daqui sp nov., a facul",20-45°C (optimum) | 10-50°C (optimum 20-45°C),,10.0,50.0,,10,50,
Frankia alni,Fernandez-1989-Deoxyribonucleic-Acid Relatedne,28,,,,28.0,,,28
Frateuria aurantia,"Swings-1980-Frateuria, a New Genus for Acetoba",28 | 30-34°C,,30.0,34.0,28.0,30,34,28
Frateuria terrea,"Zhang-2011-Frateuria terrea sp. nov., isolated",21-36°C | 19-36°C (optimum 33°C),,19.0,36.0,33.0,19,36,33
Fretibacter rubidus,"Cho-2013-Fretibacter rubidus gen. nov., sp nov",5-45°C (optimal 30°C) | 15-30 °C (optimum 30 °C),,5.0,45.0,30.0,5,45,30
Fretibacterium fastidiosum,Vartoukian-2013-Fretibacterium fastidiosum gen,"37 | Optimum temperature for growth is 37°C, with minimal growth at 25°C and 42°C",,25.0,42.0,37.0,25,42,37
Friedmaniella lucida,"Iwai-2010-Friedmanniella luteola sp nov., Frie",18-32°C,,18.0,32.0,,18,32,
Friedmaniella okinawensis,"Iwai-2010-Friedmanniella luteola sp nov., Frie",18-32°C,,18.0,32.0,,18,32,
Friedmaniella sagamiharensis,"Iwai-2010-Friedmanniella luteola sp nov., Frie",18-32°C,,18.0,32.0,,18,32,
Friedmanniella aerolata,"Kim-2016-Friedmanniella aerolata sp nov., isol",10-33 °C | 10-33°C (optimum 28-30°C),,10.0,33.0,29.0,10,33,29
Friedmanniella endophytica,"Tuo-2016-Friedmanniella endophytica sp nov., a",20-37°C (optimum 28-30°C),,20.0,37.0,29.0,20,37,29
Friedmanniella endophytica sp. nov.,"Tuo-2016-Friedmanniella endophytica sp nov., a","20-37°C, optimal at 28-30°C",,20.0,37.0,29.0,20,37,29
Friedmanniella flava,"Zhang-2013-Friedmanniella flava sp nov., a soi",9-32°C (optimum 25-28°C),,9.0,32.0,26.5,9,32,26.5
Friedmanniella lucida,"Iwai-2010-Friedmanniella luteola sp nov., Frie",25 | 18-32°C (optimum 22-28°C),,18.0,32.0,25.0,18,32,25
Friedmanniella luteola,"Iwai-2010-Friedmanniella luteola sp nov., Frie",25 | 18-28°C (optimum 25-27°C),,18.0,28.0,26.0,18,28,26
Friedmanniella okinawensis,"Iwai-2010-Friedmanniella luteola sp nov., Frie",25 | 18-32°C (optimum 22-28°C),,18.0,32.0,25.0,18,32,25
Friedmanniella sagamiharensis,"Iwai-2010-Friedmanniella luteola sp nov., Frie",25 | 18-32°C (optimum 25-28°C),,18.0,32.0,25.0,18,32,25
Frigidibacter albus,"Li-2015-Frigidibacter albus gen. nov., sp nov",4-25°C (optimum 18-20°C),,4.0,25.0,19.0,4,25,19
Frigoribacterium endophyticum,Wang-2015-Frigoribacterium endophyticum sp nov,10-45°C (optimum 25-30°C),,10.0,45.0,,10,45,
Frigoribacterium faeni,Han-2003-Salinibacterium amurskyense gen. nov,psychrophilic,,,,,,,
Frigoribacterium faeni,Kampfer-2000-Frigoribacterium faeni gen. nov,"2-10°C (optimal), after adaptation up to 20°C | Optimal growth at 8 and 4 °C, good growth at 0 °C, moderate growth at -2°C, also grew well at 20 °C and moderately well at 25 °C after adaptation | 2-25 °C, optimum 4-10 °C",,2.0,25.0,8.0,2,25,8
Frigoribacterium faeni,Schumann-2009-Proposed minimal standards for d,psychrophilic,,,,,,,
Frigoribacterium faeni,"Zhang-2016-Huakuichenia soli gen. nov., sp nov",psychrophilic,,,,,,,
Frigoribacterium faeni,Zhi-2009-An update of the structure and 16S rR,psychrophilic,,,,,,,
Frigoribacterium mesophilum,Dastager-2008-Frigoribacterium mesophilum sp n,20-28°C (optimum 28°C) | 20-37,,20.0,37.0,28.0,20,37,28
Frigoribacterium salinisoli,Kong-2016-Frigoribacterium salinisoli sp nov,4-40°C (optimum 25°C) | 4-40°C (optimum 25-30°C),,4.0,40.0,25.0,4,40,25
Frischella perrara,"Engel-2013-Frischella perrara gen. nov., sp no",37,,,,37.0,,,37
Frondibacter mangrovi,"Yoon-2017-Frondibacter mangrovi sp nov., a mem",4-37°C (optimal 30°C) | 10-37°C (optimum 30°C),,4.0,37.0,30.0,4,37,30
Frondicola australicus,"Zhang-2007-Frondicola australicus gen. nov., s",25°C (range 15-37°C) | 15-37 °C (optimum 25 °C),,15.0,37.0,25.0,15,37,25
Frondihabitans cladoniiphilus,Cardinale-2011-Frondihabitans cladoniiphilus s,1-30°C (optimum 22-26°C) | 1-30 °C (optimum 22-26 °C),,1.0,30.0,24.0,1,30,24
Frondihabitans peucedani,"Lee-2010-Frondihabitans peucedani sp nov., an",4-37°C (optimum 20-30°C),,4.0,37.0,,4,37,
Frondihabitans peucedani sp. nov.,"Lee-2010-Frondihabitans peucedani sp nov., an",4-37°C (optimum 20-30°C),,4.0,37.0,25.0,4,37,25
Frondihabitans sucicola,Kim-2014-Description of Galbitalea soli gen. n,4-30°C (optimum 28°C) | 4-30 °C (optimum 28 °C),,4.0,30.0,28.0,4,30,28
Fructobacillus durionis,Endo-2008-Reclassification of the genus Leucon,30,,,,30.0,,,30
Fructobacillus ficulneus,Endo-2008-Reclassification of the genus Leucon,30,,,,30.0,,,30
Fructobacillus fructosus,Endo-2008-Reclassification of the genus Leucon,30,,,,30.0,,,30
Fructobacillus pseudoficulneus,Endo-2008-Reclassification of the genus Leucon,30,,,,30.0,,,30
Fructobacillus tropaeoli,"Endo-2011-Fructobacillus tropaeoli sp. nov., a",30 | 15°C and weakly at 10°C but not at 45°C,,10.0,45.0,30.0,10,45,30
Fuchsiella alkaliacetigena,Zhilina-2012-Fuchsiella alkaliacetigena gen. n,"25 to 45 °C, optimum at 40 °C | 25-45°C (optimum 40°C) | 25-45 °C",,25.0,45.0,40.0,25,45,40
Fuchsiella ferrireducens,Zhilina-2015-Fuchsiella ferrireducens sp nov,35-37°C | 25-45 °C with optimum at 30-37 °C,,25.0,45.0,30.0,25,45,30
Fuchsiella ferrireducens sp. nov.,Zhilina-2015-Fuchsiella ferrireducens sp nov,25-45°C (optimum 30-37°C),,25.0,45.0,,25,45,
Fulvibacter tottoriensis,Khan-2008-Fulvibacter tottoriensis gen. nov,4-37°C (optimal 25°C) | 10-37 °C (optimally at 25-30 °C),,4.0,37.0,25.0,4,37,25
Fulvimarina pelagi,"Cho-2003-Fulvimarina pelagi gen. nov., sp nov",4-40 °C (optimum 30 °C),,4.0,40.0,30.0,4,40,30
Fulvimonas yonginensis,"Ahn-2014-Fulvimonas yonginensis sp nov., isola",28-30 °C | 15-45 °C (optimum 28-30 °C),,15.0,45.0,29.0,15,45,29
Fulvitalea axinellae,"Haber-2013-Fulvitalea axinellae gen. nov., sp",20-25°C | 15-35 °C,,15.0,35.0,,15,35,
Fulvivirga lutimaris,"Jung-2016-Fulvivirga lutimaris sp nov., isolat",30°C | 30°C (optimal); 10-33°C (range),,10.0,33.0,30.0,10,33,30
Fundibacter jadensis,"Bruns-1999-Fundibacter jadensis gen. nov., sp","25 °C | 10-40 °C (optimum 30 °C) | 10-40 °C, optimal at 30 °C",,10.0,40.0,30.0,10,40,30
Fusibacter bizertensis,"Smii-2015-Fusibacter bizertensis sp nov., isol",15-40°C (optimum 30°C) | 15-40 °C (optimum 30 °C),,15.0,40.0,30.0,15,40,30
Fusibacter tunisiensis,Ben Hania-2012-Fusibacter tunisiensis sp nov,15-40°C (optimum 30°C),,15.0,40.0,30.0,15,40,30
Fusobacterium alocis,Cato-1985-Fusobacterium-Alocis Sp-Nov and Fuso,"37°C (optimum), slight growth at 30 and 45°C, little or no growth at 25°C",,25.0,45.0,37.0,25,45,37
Fusobacterium nucleatum subsp. animalis,Gharbia-1992-Fusobacterium-Nucleatum Subsp Fus,37,,,,37.0,,,37
Fusobacterium nucleatum subsp. fusiforme,Gharbia-1992-Fusobacterium-Nucleatum Subsp Fus,37,,,,37.0,,,37
Fusobacterium nucleatum subsp. nucleatum,Dzink-1990-Proposal of 3 Subspecies of Fusobac,37,,,,37.0,,,37
Fusobacterium nucleatum subsp. polymorphum,Dzink-1990-Proposal of 3 Subspecies of Fusobac,37,,,,37.0,,,37
Fusobacterium nucleatum subsp. vincentii,Dzink-1990-Proposal of 3 Subspecies of Fusobac,37,,,,37.0,,,37
Fusobacterium perfoetens,Vanassche-1977-Fusobacterium-Perfoetens (Tissi,"37°C (optimum), grows at 45°C, no growth at 50°C, sparse growth at 25-30°C",,25.0,45.0,37.0,25,45,37
Fusobacterium prausnitzii,Cato-1974-Fusobacterium-Prausnitzii (Hauduroy,37,,,,37.0,,,37
Fusobacterium sulci,Cato-1985-Fusobacterium-Alocis Sp-Nov and Fuso,"37°C (optimum), no growth at 25 or 45°C",,25.0,45.0,37.0,25,45,37
Fusobacterium ulcerans,Adriaans-1988-Fusobacterium-Ulcerans Sp-Nov fr,37,,,,37.0,,,37
Gaetbulibacter aquiaggeris,Jung-2016-Gaetbulibacter aquiaggeris sp nov,"30 | 30°C optimal, range 4-32°C",,4.0,32.0,30.0,4,32,30
Gaetbulibacter lutimaris,"Yoon-2013-Gaetbulibacter lutimaris sp nov., is","25°C | Optimal growth at 25°C; growth occurs at 4 and 28°C, but not at 30°C",,4.0,28.0,25.0,4,28,25
Gaetbulibacter marinus,"Yang-2008-Gaetbulibacter marinus sp nov., isol",3-37°C (optimum 25°C) | 3-37°C,,3.0,37.0,25.0,3,37,25
Gaetbulibacter saemankumensis,Jung-2005-Gaetbulibacter saemankumensis gen. n,25-30 °C,,25.0,30.0,,25,30,
Gaetbulicola byunsanensis,Yoon-2010-Gaetbulicola byunsanensis gen. nov,25-30 °C (optimal); 10-40 °C (range),,10.0,40.0,25.0,10,40,25
Gaetbulimicrobium brevivitae,Yoon-2006-Gaetbulimicrobium brevivitae gen. no,"37 | 10-41°C, optimum 37°C",,10.0,41.0,37.0,10,41,37
Galbibacter marinus,"Li-2013-Galbibacter marinus sp nov., isolated",10-37°C (optimum 25°C) | 10-37 (25),,10.0,37.0,25.0,10,37,25
Galbibacter mesophilus,"Khan-2007-Galbibacter mesophilus gen. nov., sp","30 °C (routine cultivation), growth tested at 4, 10, 20, 30, 35, 37, 40, 42 and 45 °C | 10-42°C (optimal 25-30°C)",,10.0,42.0,,10,42,
Galbitalea soli,Kim-2014-Description of Galbitalea soli gen. n,10-37°C (optimum 28-30°C) | 10-37 °C (optimum 28-30 °C),,10.0,37.0,29.0,10,37,29
Galenea microaerophila,Giovannelli-2012-Galenea microaerophila gen. n,20-50°C (optimum 35°C) | 20-55°C (optimum 35°C),,20.0,50.0,35.0,20,50,35
Gallibacterium melopsittaci,Bisgaard-2009-Classification of the taxon 2 an,37,,,,37.0,,,37
Galliscardovia ingluviei,Pechar-2017-Galliscardovia ingluviei gen. nov,15-49°C | 15-49°C (optimal 39°C),,15.0,49.0,39.0,15,49,39
Galliscardovia ingluviei RP51T,Pechar-2017-Galliscardovia ingluviei gen. nov,15-49°C,,15.0,49.0,,15,49,
Gangjinia marincola,"Lee-2011-Gangjinia marincola gen. nov., sp. no",25-30 °C | 20-30 °C (optimum 25-30 °C),,20.0,30.0,25.0,20,30,25
Garciella nitratireducens,"Allen-2010-Alkalibaculum bacchi gen. nov., sp",thermophilic,,,,,,,
Garciella nitratireducens,Grabowski-2005-Petrimonas sulfuriphila gen. no,thermophilic,,,,,,,
Garciella nitratireducens,Liebgott-2008-Clostridiisalibacter paucivorans,thermophilic,,,,,,,
Gardnerella vaginalis,Greenwood-1980-Transfer of Hemophilus-Vaginali,35 | optimum 35 to 37°C; growth occurs at 25 and 42°C,,25.0,42.0,36.0,25,42,36
Garicola koreensis,"Lo-2015-Garicola koreensis gen. nov., sp nov",15-40°C (optimum 30°C) | 30 | 15-40 °C (optimum 30 °C),,15.0,40.0,30.0,15,40,30
Gelatiniphilus marinus,"Tang-2016-Gelatiniphilus marinus gen. nov., sp",15-37°C (optimal 30-33°C),,15.0,37.0,,15,37,
Gelidibacter algens,Bowman-1997-Psychroserpens burtonensis gen. no,"0 to 15°C | 0°C to 18°C (optimal 15-18°C), no growth at 25°C or higher",,0.0,18.0,16.5,0,18,16.5
Gelidibacter gilvus,Bowman-2005-Novel members of the family Flavob,"15-25°C (optimal), up to 22-20°C on MA, not at 30°C or higher | low temperatures | 1-25°C (good growth), no growth at 30°C or higher",,1.0,25.0,,1,25,
Gelidibacter japonicus,Doi-2019-Description of Gelidibacter japonicus,4-45 °C | 4-40°C (optimal 35°C),,4.0,45.0,35.0,4,45,35
Gelidibacter mesophilus,"Macian-2002-Gelidibacter mesophilus sp nov., a","24-26°C (routine), maximum 37°C | 4 to 37 °C",,4.0,37.0,,4,37,
Gelidibacter salicanalis,Bowman-2005-Novel members of the family Flavob,"15-25°C (optimal), up to 22-20°C on MA, not at 30°C or higher | low temperatures | 1-25°C (good growth), no growth at 30°C or higher",,1.0,25.0,,1,25,
Gelidibacter sediminis,"Zhang-2015-Gelidibacter sediminis sp nov., iso",1-35 °C,,1.0,35.0,,1,35,
Gellertiella hungarica,"Toth-2017-Gellertiella hungarica gen. nov., sp",20-37°C | 15-45°C (optimum 20-37°C),,20.0,37.0,,20,37,
Gelria glutamica,"Plugge-2002-Gelria glutamica gen. nov., sp nov",37-60°C (optimal 50-55°C) | 37-60°C (optimum 50-55°C) | 37-60 °C (optimum 50-55 °C),,37.0,60.0,52.5,37,60,52.5
Gemella cuniculi,Hoyles-2000-Characterization of a Gemella-like,37,,,,37.0,,,37
Gemella morbillorum,Whitney-1993-Phylogenetic Relationship of Geme,37,,,,37.0,,,37
Gemella morbillorum comb. nov.,Kilpperbalz-1988-Transfer of Streptococcus-Mor,35 to 37°C,,35.0,37.0,,35,37,
Gemella palaticanis,Collins-1999-Characterization of a Gemella-lik,37,,,,37.0,,,37
Gemella parahaemolysans,Hung-2014-Gemella parahaemolysans sp nov and G,37,,,,37.0,,,37
Gemella taiwanensis,Hung-2014-Gemella parahaemolysans sp nov and G,37,,,,37.0,,,37
Gemmata obscuriglobus,Butler-2004-Comparative analysis of ribonuclea,28°C,,,,28.0,,,28
Gemmatimonas aurantiaca,Zhang-2003-Gemmatimonas aurantiaca gen. nov,25-35°C (optimum 30°C) | 25-35°C with optimum at 30°C,,25.0,35.0,30.0,25,35,30
Gemmatimonas phototrophica,Zeng-2015-Characterization of the microaerophi,"25 | 16-30°C, optimum 25-30°C | 20-30 °C (weak growth at 16 °C)",,16.0,30.0,25.0,16,30,25
Gemmatimonas phototrophica,Zeng-2017-Erratum_ Characterization of the mic,20-30°C,,20.0,30.0,,20,30,
Gemmiger formicilis,"Gossling-1975-Gemmiger-Formicilis, N-Gen, N-Sp","37 to 45 C (most strains), some at 30 C",,37.0,45.0,,37,45,
Gemmobacter fontiphilus,Chen-2013-Description of Gemmobacter fontiphil,10-30°C (optimum 25°C) | 25°C,,10.0,30.0,25.0,10,30,25
Gemmobacter intermedius,Kampfer-2015-Gemmobacter intermedius sp nov,15-45°C (optimum 20-30°C) | 15-55 °C (optimum 37-45 °C),,15.0,"45.0, 55.0","25.0, 41.0",15,55,33
Gemmobacter megaterium,"Liu-2014-Gemmobacter megaterium sp nov., isola",18–37 °C (optimum 25–28 °C) | 18-37 °C (optimum 25-28 °C),,18.0,37.0,26.5,18,37,26.5
Gemmobacter straminiformis,Kang-2017-Gemmobacter straminiformis sp nov,20-37°C (optimum 25°C),,20.0,37.0,25.0,20,37,25
Geoalkalibacter subterraneus,Greene-2009-Geoalkalibacter subterraneus sp no,30-50 °C (optimum 40 °C),,30.0,50.0,40.0,30,50,40
Geobacillus caldoxylosilyticus,Fortina-2001-Reclassification of Saccharococcu,"40-75°C | 50-65 °C optimal, no growth below 42°C, maximum 70°C",,42.0,70.0,57.5,42,70,57.5
Geobacillus debilis,"Banat-2004-Geobacillus debilis sp nov., a nove","50-70 °C | 50-70°C, optimum above 60°C",,50.0,70.0,60.0,50,70,60
Geobacillus galactosidasius,"Finore-2017-Aeribacillus composti sp nov., a t",thermophilic,,,,,,,
Geobacillus icigianus,Bryanskaya-2015-Geobacillus icigianus sp nov,"50-75 °C with optimum 60-65 °C | 50–75 °C, optimum 60–65 °C",,50.0,75.0,62.5,50,75,62.5
Geobacillus lituanicus,Kuisiene-2004-Geobacillus lituanicus sp nov,60 | 55-70°C (optimal 55-60°C),,55.0,70.0,,55,70,
Geobacillus pallidus,"Banat-2004-Geobacillus debilis sp nov., a nove",30-70°C,,30.0,70.0,,30,70,
Geobacillus subterraneus,Albert-2007-Proposal of Viridibacillus gen. no,thermophilic,,,,,,,
Geobacillus subterraneus,L'Haridon-2006-Vulcanibacillus modesticaldus g,thermophilic,,,,,,,
Geobacillus subterraneus,"Zhang-2010-Bacillus oceanisediminis sp nov., i",thermophilic,,,,,,,
Geobacillus subterraneus subsp. aromaticivorans,Chen-2013-Enterococcus saccharolyticus subsp t,thermophilic,,,,,,,
Geobacillus thermantarcticus,Coorevits-2012-Taxonomic revision of the genus,"37-80°C, optimum 60°C",,37.0,80.0,60.0,37,80,60
Geobacillus toebii,"Cihan-2014-Anoxybacillus calidus sp nov., a th",thermophilic,,,,,,,
Geobacillus toebii,"Sung-2002-Geobacillus toebii sp nov., a novel",45-70 °C (optimum 60 °C),,45.0,70.0,60.0,45,70,60
Geobacillus uzenensis,Albert-2007-Proposal of Viridibacillus gen. no,thermophilic,,,,,,,
Geobacillus uzenensis,L'Haridon-2006-Vulcanibacillus modesticaldus g,thermophilic,,,,,,,
Geobacillus uzenensis,"Zhang-2010-Bacillus oceanisediminis sp nov., i",thermophilic,,,,,,,
Geobacter anodireducens,"Sun-2014-Geobacter anodireducens sp nov., an e",15-42°C (optimal 30-35°C) | 15-42°C (optimum 30-35°C),,15.0,42.0,,15,42,
Geobacter chapellei,"Coates-2001-Geobacter hydrogenophilus, Geobact",30 | 25,,25.0,30.0,,25,30,
Geobacter grbiciae,"Coates-2001-Geobacter hydrogenophilus, Geobact",30,,,,30.0,,,30
Geobacter hydrogenophilus,"Coates-2001-Geobacter hydrogenophilus, Geobact",30,,,,30.0,,,30
Geobacter soli,"Zhou-2014-Geobacter soli sp nov., a dissimilat","16-40°C, optimal at 30°C | 16-40 °C with optimal growth at 30 °C",,16.0,40.0,30.0,16,40,30
Geobacter toluenoxydans,Kunapuli-2010-Desulfitobacterium aromaticivora,25-32°C (optimum),,25.0,32.0,,25,32,
Geobacter toluenoxydans sp. nov.,Kunapuli-2010-Desulfitobacterium aromaticivora,30,,,,30.0,,,30
Geodermatophilus brasiliensis,Bertazzo-2014-Geodermatophilus brasiliensis sp,27°C | 20-30°C | 20-30 °C,,20.0,30.0,27.0,20,30,27
Geodermatophilus pulveris,Hezbri-2016-Geodermatophilus pulveris sp nov,10-40°C | 30-35°C,,10.0,40.0,,10,40,
Geodermatophilus ruber,"Zhang-2011-Geodermatophilus ruber sp. nov., is","20-32 °C (optimal), 10-40 °C (range)",,10.0,40.0,,10,40,
Geodermatophilus sabuli,"Hezbri-2015-Geodermatophilus sabuli sp nov., a",35-40 °C | 25-45°C (optimum 35-40°C),,25.0,45.0,37.5,25,45,37.5
Geodermatophilus soli,Jin-2013-Geodermatophilus soli sp nov and Geod,4-30°C (optimum 30°C) | 4 to 30 °C (optimum 30 °C),,4.0,30.0,30.0,4,30,30
Geodermatophilus terrae,Jin-2013-Geodermatophilus soli sp nov and Geod,4-30°C (optimum 30°C),,4.0,30.0,30.0,4,30,30
Geoglobus acetivorans,Slobodkina-2009-Geoglobus acetivorans sp nov,"50-85 °C (optimum 81 °C) | 50-85 °C, optimum at 81 °C",,50.0,85.0,81.0,50,85,81
Geoglobus ahangari,"Kashefi-2002-Geoglobus ahangari gen. nov., sp","65-90°C, optimum at 88°C | 65-90°C, optimum 88°C | 85 °C | 65-90 °C (optimum 88 °C)",,65.0,90.0,88.0,65,90,88
Geomicrobium halophilum,Echigo-2010-Geomicrobium halophilum gen. nov,20-40°C (optimum 30°C) | 20-40 °C (optimum 30 °C),,20.0,40.0,30.0,20,40,30
Geopsychrobacter electrodiphilus,Holmes-2007-Prolixibacter bellariivorans gen n,psychrotolerant,,,,,,,
Geopsychrobacter electrodiphilus,Vandieken-2006-Desulfuromonas svalbardensis sp,psychrotolerant,,,,,,,
Georgenia daeguensis,"Woo-2012-Georgenia daeguensis sp nov., isolate",10-42 °C (optimal growth at 20-37 °C) | 10-42°C (optimum 25-30°C),,10.0,42.0,,10,42,
Georgenia deserti,"Hozzein-2018-Georgenia deserti sp nov., a halo",4-45°C | 4-45°C (optimum 28-37°C),,4.0,45.0,,4,45,
Georgenia halophila,"Tang-2010-Georgenia halophila sp nov., a halop",10-45 °C | 10-45 °C (optimal at 37 °C),,10.0,45.0,37.0,10,45,37
